User,Date,Message
손형도,2020-12-03 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 21:45,아이디: shum0415@dgu.ac.kr
16엄순호,2020-12-05 22:08,dd
손형도,2020-12-05 22:08,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 22:08,dd
손형도,2020-12-05 22:08,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 22:15,dd
손형도,2020-12-05 22:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 22:15,dd
손형도,2020-12-05 22:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 22:56,dd
손형도,2020-12-05 22:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 22:56,dd
16엄순호,2020-12-05 23:00,dd
16엄순호,2020-12-05 23:29,dd
16엄순호,2020-12-05 23:30,dd
16엄순호,2020-12-05 23:32,dd
16엄순호,2020-12-05 23:36,dd
손형도,2020-12-05 23:37,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-05 23:37,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:37,dd
16엄순호,2020-12-05 23:37,dd
16엄순호,2020-12-05 23:38,dd
손형도,2020-12-05 23:38,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-05 23:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:43,dd
손형도,2020-12-05 23:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-05 23:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:44,dd
16엄순호,2020-12-05 23:46,dd
손형도,2020-12-05 23:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:46,dd
16엄순호,2020-12-05 23:50,dd
손형도,2020-12-05 23:50,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:50,dd
손형도,2020-12-05 23:50,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:53,dd
손형도,2020-12-05 23:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:57,ddㅇ
손형도,2020-12-05 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-05 23:57,ㅇㅇ
손형도,2020-12-06 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:01,ㅇㅇ
손형도,2020-12-06 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:02,ㅇㅇ
16엄순호,2020-12-06 0:02,ㅇㅇ
16엄순호,2020-12-06 0:03,ㅇㅇ
손형도,2020-12-06 0:03,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:03,ㅇㅇ
손형도,2020-12-06 0:04,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:04,ㅇㅇ
손형도,2020-12-06 0:04,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:05,ㅇㅇ
16엄순호,2020-12-06 0:05,ㅇㅇ
손형도,2020-12-06 0:05,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:05,ㅇㅇ
16엄순호,2020-12-06 0:07,ㅇㅇ
손형도,2020-12-06 0:07,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:07,ㅇㅇ
16엄순호,2020-12-06 0:12,ㅇㅇ
손형도,2020-12-06 0:12,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:12,ㅇㅇ
16엄순호,2020-12-06 0:15,ㅇㅇ
손형도,2020-12-06 0:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-06 0:16,ㅇㅇ
손형도,2020-12-06 1:27,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:38,ㅇ
손형도,2020-12-06 1:38,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:39,ㅇ
손형도,2020-12-06 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:39,ㅇ
9916서경원,2020-12-06 1:40,ㅇ
손형도,2020-12-06 1:40,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:40,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:41,ㅇ
손형도,2020-12-06 1:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
9916서경원,2020-12-06 1:42,ㅇ
손형도,2020-12-06 1:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:43,찰떡아이스
손형도,2020-12-06 1:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:44,불닭볶음면
손형도,2020-12-06 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:44,육쌈냉면
손형도,2020-12-06 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:44,송주불냉면
손형도,2020-12-06 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:44,안성탕면
손형도,2020-12-06 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:44,진라면
9916서경원,2020-12-06 1:45,무파마
9916서경원,2020-12-06 1:45,짜파게티
9916서경원,2020-12-06 1:45,스파게티
9916서경원,2020-12-06 1:46,연두해요
9916서경원,2020-12-06 1:46,연두해요
손형도,2020-12-06 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:46,우리 모두 함께 연두해요
9916서경원,2020-12-06 1:46,연두해요
9916서경원,2020-12-06 1:46,연두해요~
손형도,2020-12-06 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:47,농심
9916서경원,2020-12-06 1:47,신라면
손형도,2020-12-06 1:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:47,치킨 치킨
9916서경원,2020-12-06 1:47,또래오래
9916서경원,2020-12-06 1:47,치킨 치킨
9916서경원,2020-12-06 1:47,또래오래
손형도,2020-12-06 1:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:48,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:51,ㅇ
손형도,2020-12-06 1:51,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:52,ㅇ
손형도,2020-12-06 1:52,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
9916서경원,2020-12-06 1:52,ㅇ
손형도,2020-12-06 1:52,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:53,ㅇ
9916서경원,2020-12-06 1:53,ㅇ
9916서경원,2020-12-06 1:53,ㅇ
9916서경원,2020-12-06 1:55,ㅇ
손형도,2020-12-06 1:55,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:56,ㅇ
손형도,2020-12-06 1:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-06 1:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:57,ㅇ
손형도,2020-12-06 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:57,ㅇ
손형도,2020-12-06 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:58,ㅇ
손형도,2020-12-06 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:58,ㅇ
손형도,2020-12-06 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:59,ㅇ
손형도,2020-12-06 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 1:59,ㅇ
손형도,2020-12-06 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 22:08,ㅇ
손형도,2020-12-05 22:08,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 22:15,ㅇ
손형도,2020-12-05 22:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 22:56,ㅇ
손형도,2020-12-05 22:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-05 23:36,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 23:38,ㅇㅇ
손형도,2020-12-05 23:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 23:47,ㅇ
손형도,2020-12-05 23:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 23:47,ㅇ
9916서경원,2020-12-05 23:50,ㅇ
손형도,2020-12-05 23:50,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-05 23:57,ㅇ
손형도,2020-12-05 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:01,ㅇ
손형도,2020-12-06 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:02,ㅇ
9916서경원,2020-12-06 0:02,ㅇ
손형도,2020-12-06 0:02,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:02,ㅇ
9916서경원,2020-12-06 0:02,ㅇ
손형도,2020-12-06 0:04,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:05,ㅇ
손형도,2020-12-06 0:05,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:05,ㅇ
손형도,2020-12-06 0:05,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:05,ㅇ
9916서경원,2020-12-06 0:07,ㅇ
손형도,2020-12-06 0:07,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:12,ㅇ
손형도,2020-12-06 0:12,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:13,ㅇ
9916서경원,2020-12-06 0:16,ㅇ
손형도,2020-12-06 0:16,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
9916서경원,2020-12-06 0:16,ㅇ
